Anzahl Random;Number of Records;Geschlecht (group);Befragungsjahr;Schultyp;Alter;Geschlecht;GefallenSchule;AendernSchule;Lieblingsfach;Berufswunsch;SorgenSchule;SorgenAusbildung;SorgenFamilie;SorgenBeziehung;SorgenFinanzen;SorgenGesundheit;Wohnortwunsch
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;Klassenklima/ Umgang in Klasse;Französisch;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;anderes
1;1;Männlich;2013;Primarstufe;11 bis 14 Jahre;Männlich;Eher gut;keine Angabe;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;London
1;1;Männlich;2013;Primarstufe;11 bis 14 Jahre;Männlich;Sehr gut;nichts;Sport;Keine Angabe;Ja;Nein;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;Klassenklima/ Umgang in Klasse;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;London
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;nichts;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2013;Primarstufe;11 bis 14 Jahre;Männlich;Eher gut;Lehrer erneuern/ wechseln;Ein anderes Fach;Wirtschaft, Verwaltung;Nein;Ja;Nein;Eher nicht;Nein;Ja;Bali
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;alles;Musik;Kultur;Nein;Ja;Ja;Eher stark;Ja;Nein;Neuseeland
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;Weiss nicht;Mathematik;Gesundheit;Nein;Nein;Nein;Sehr stark;Nein;Nein;Region Basel
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher nicht gut;keine Angabe;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;weiss nicht
1;1;Männlich;2013;Primarstufe;11 bis 14 Jahre;Männlich;Keine Angabe;keine Angabe;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Singapur
1;1;Männlich;2013;Primarstufe;11 bis 14 Jahre;Männlich;Gar nicht gut;keine Angabe;Sport;Keine Angabe;Ja;Nein;Nein;Eher nicht;Nein;Nein;San Francisco
1;1;Männlich;2013;Primarstufe;11 bis 14 Jahre;Männlich;Eher gut;keine Angabe;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Kanada
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;keine Angabe;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Schweden
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;schöneres Schulhaus;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;New York
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Keine Angabe;keine Angabe;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Kanton St. Gallen
1;1;Männlich;2013;Primarstufe;11 bis 14 Jahre;Männlich;Sehr gut;schöneres Schulhaus;Deutsch;Verkauf;Nein;Nein;Nein;Eher stark;Nein;Nein;Region Basel
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Keine Angabe;keine Angabe;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;New York
1;1;Männlich;2013;Primarstufe;11 bis 14 Jahre;Männlich;Keine Angabe;keine Angabe;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Neuseeland
1;1;Männlich;2013;Primarstufe;11 bis 14 Jahre;Männlich;Eher nicht gut;keine Angabe;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Keine Angabe
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Keine Angabe;keine Angabe;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Keine Angabe
1;1;Männlich;2013;Primarstufe;11 bis 14 Jahre;Männlich;Keine Angabe;keine Angabe;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;New York
1;1;Männlich;2013;Primarstufe;11 bis 14 Jahre;Männlich;Keine Angabe;keine Angabe;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;am Meer/ auf einer Insel
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Keine Angabe;keine Angabe;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Region Basel
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;Mehr Spass;Englisch;Bildung, Soziales;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Skandinavien
1;1;Männlich;2013;Primarstufe;11 bis 14 Jahre;Männlich;Keine Angabe;keine Angabe;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Region Basel
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;nichts;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Malediven
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;schöneres Schulhaus;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;am Meer/ auf einer Insel
1;1;Männlich;2013;Primarstufe;11 bis 14 Jahre;Männlich;Eher gut;später beginnen;Englisch;Informatik;Nein;Ja;Nein;Eher nicht;Nein;Nein;New York
1;1;Männlich;2013;Primarstufe;11 bis 14 Jahre;Männlich;Eher gut;später beginnen;Sport;Bildung, Soziales;Nein;Nein;Nein;Eher stark;Nein;Nein;Balkan
1;1;Männlich;2013;Primarstufe;11 bis 14 Jahre;Männlich;Keine Angabe;keine Angabe;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Dubai
1;1;Männlich;2013;Primarstufe;11 bis 14 Jahre;Männlich;Sehr gut;schöneres Schulhaus;Sport;Schönheit, Sport;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Türkei
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;nichts;Mathematik;Gesundheit;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Schweiz
1;1;Männlich;2013;Andere Schule;15 bis 17 Jahre;Männlich;Eher gut;Mittagspause verlängern;Musik;Bildung, Soziales;Nein;Nein;Nein;Eher stark;Ja;Nein;Kanton Tessin
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Weiss nicht;Englisch;Bildung, Soziales;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Italien
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;nichts;Ein anderes Fach;Bildung, Soziales;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Eher gut;schöneres Schulhaus;Ein anderes Fach;Bildung, Soziales;Nein;Ja;Nein;Überhaupt nicht;Ja;Ja;New York
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;Organisation/ System verbessern;Englisch;Kultur;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;längere Pausen;Sport;Bildung, Soziales;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Keine Angabe
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;später beginnen;Ein anderes Fach;Bildung, Soziales;Ja;Nein;Nein;Eher nicht;Nein;Ja;Region Basel
1;1;Männlich;2013;Andere Schule;15 bis 17 Jahre;Männlich;Sehr gut;Mittagspause verlängern;Sport;Bildung, Soziales;Nein;Nein;Nein;Eher stark;Nein;Nein;Italien
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;weniger Tests/besser verteilt;Ein anderes Fach;Bildung, Soziales;Ja;Nein;Ja;Überhaupt nicht;Ja;Nein;Region Basel
1;1;Männlich;2013;Andere Schule;15 bis 17 Jahre;Männlich;Sehr gut;keine Angabe;Sport;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;keine Angabe;Keine Angabe;Bildung, Soziales;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Dänemark
1;1;Männlich;2013;Andere Schule;15 bis 17 Jahre;Männlich;Eher gut;schöneres Schulhaus;Sport;Keine Angabe;Ja;Nein;Ja;Sehr stark;Nein;Ja;Türkei
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Musik;Bildung, Soziales;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;anderes
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;weniger Tests/besser verteilt;Keine Angabe;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Deutschland
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Schulzeiten/ Stundenplan;Sport;Verkehr, Logistik;Ja;Nein;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Ferien (mehr und länger) (Weihnachtsferien);Sport;Bildung, Soziales;Ja;Nein;Ja;Sehr stark;Nein;Ja;Region Basel
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;Schulzeiten/ Stundenplan;Ein anderes Fach;Bildung, Soziales;Ja;Nein;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;später beginnen;Ein anderes Fach;Planung, Konstruktion;Ja;Nein;Nein;Überhaupt nicht;Nein;Ja;Schweiz
1;1;Männlich;2013;Sekundarstufe I;15 bis 17 Jahre;Männlich;Eher gut;Weiss nicht;Sport;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Italien
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;nichts;Englisch;Keine Angabe;Ja;Ja;Ja;Eher stark;Ja;Ja;Region Basel
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;später beginnen;Deutsch;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Männlich;2013;Sekundarstufe I;11 bis 14 Jahre;Männlich;Eher gut;Schulzeiten/ Stundenplan;Ein anderes Fach;Keine Angabe;Ja;Nein;Nein;Sehr stark;Ja;Nein;Amerika
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;Gewalt/ Streit verhindern;Ein anderes Fach;anderes;Ja;Ja;Nein;Eher stark;Nein;Nein;weiss nicht
1;1;Männlich;2013;Sekundarstufe I;11 bis 14 Jahre;Männlich;Sehr gut;nichts;Mathematik;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Kanada
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Sehr gut;keine Angabe;Ein anderes Fach;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;New York
1;1;Männlich;2013;Sekundarstufe I;11 bis 14 Jahre;Männlich;Sehr gut;nichts;Ein anderes Fach;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2013;Sekundarstufe I;11 bis 14 Jahre;Männlich;Eher gut;keine Angabe;Sport;Bildung, Soziales;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Malediven
1;1;Männlich;2013;Sekundarstufe I;11 bis 14 Jahre;Männlich;Eher gut;keine Angabe;Sport;Informatik;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2013;Sekundarstufe I;11 bis 14 Jahre;Männlich;Eher gut;keine Angabe;Sport;Verkehr, Logistik;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Paris
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;nichts;Keine Angabe;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Japan
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Sehr gut;längere Pausen;Ein anderes Fach;Verkauf;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Keine Angabe
1;1;Männlich;2013;Sekundarstufe I;11 bis 14 Jahre;Männlich;Sehr gut;anderes;Sport;Nahrung;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;London
1;1;Männlich;2013;Sekundarstufe I;11 bis 14 Jahre;Männlich;Sehr gut;schöneres Schulhaus;Musik;Wirtschaft, Verwaltung;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Südpol / Andarktis
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Sehr gut;keine Angabe;Ein anderes Fach;Kultur;Nein;Nein;Nein;Sehr stark;Nein;Nein;San Diego
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;später beginnen;Mathematik;anderes;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;London
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;schöneres Schulhaus;Mathematik;Keine Angabe;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Spanien
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Mathematik;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher nicht gut;weniger Schule;Ein anderes Fach;Bildung, Soziales;Nein;Nein;Nein;Eher stark;Nein;Nein;Region Basel
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;keine Angabe;Musik;Kultur;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;London
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Sehr gut;Lehrer erneuern/ wechseln;Deutsch;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;keine Angabe;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Malediven
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;Mensa;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Amerika
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Ein anderes Fach;Keine Angabe;Ja;Ja;Nein;Keine Angabe;Nein;Nein;Region Basel
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Hawaii
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher nicht gut;keine Angabe;Mathematik;Keine Angabe;Nein;Ja;Nein;Eher nicht;Nein;Nein;New York
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;später beginnen;Ein anderes Fach;Keine Angabe;Nein;Ja;Nein;Eher nicht;Nein;Ja;Ibiza
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Weiss nicht;Ein anderes Fach;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Ja;Nein;Amerika
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;keine Angabe;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Keine Angabe
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;keine Angabe;Ein anderes Fach;Keine Angabe;Ja;Ja;Nein;Eher nicht;Nein;Nein;Spanien
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;Lehrer erneuern/ wechseln;Mathematik;Kultur;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Brasilien
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;nichts;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Keine Angabe;keine Angabe;Keine Angabe;Keine Angabe;Ja;Nein;Nein;Keine Angabe;Ja;Nein;Keine Angabe
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;nichts;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Florida
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;nichts;Mathematik;Gesundheit;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Türkei
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;anderes;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Sehr stark;Nein;Nein;Mazedonien
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Ein anderes Fach;Gestaltung, Kunst;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Keine Angabe
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher nicht gut;weniger Hausaufgaben;Sport;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Keine Angabe
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;schöneres Schulhaus;Sport;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Amerika
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Mehr Mitspracherecht fôr Schôler;Sport;Keine Angabe;Nein;Nein;Nein;Sehr stark;Nein;Nein;Thailand
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;längere Pausen;Sport;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;am Meer/ auf einer Insel
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;schöneres Schulhaus;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Sehr stark;Nein;Nein;Singapur
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Sehr gut;schöneres Schulhaus;Ein anderes Fach;Bau;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;anderes
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;schöneres Schulhaus;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Keine Angabe
1;1;Weiblich;2013;Gymnasium;Keine Angabe;Weiblich;Eher gut;keine Angabe;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Amerika
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Sehr gut;kein Französisch mehr;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;schöneres Schulhaus;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Sydney
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;nichts;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;weniger Schule;Englisch;Gesundheit;Nein;Ja;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;keine Angabe;Ein anderes Fach;Gestaltung, Kunst;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Kalifornien
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher nicht gut;weniger Schule;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Keine Angabe
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher nicht gut;schöneres Schulhaus;Sport;Gesundheit;Nein;Nein;Nein;Eher nicht;Nein;Nein;Keine Angabe
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Sehr gut;anderes;Ein anderes Fach;Bildung, Soziales;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Australien
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;New York
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;keine Angabe;Keine Angabe;Gesundheit;Nein;Nein;Nein;Eher stark;Nein;Nein;Region Basel
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;nicht so streng;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Schulzeiten/ Stundenplan;Ein anderes Fach;Bildung, Soziales;Nein;Nein;Nein;Sehr stark;Nein;Nein;Region Basel
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Lehrer erneuern/ wechseln;Ein anderes Fach;Planung, Konstruktion;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2013;Andere Schule;15 bis 17 Jahre;Männlich;Sehr gut;Schulzeiten/ Stundenplan;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2013;Andere Schule;> 18 Jahre;Männlich;Eher gut;später beginnen;Ein anderes Fach;Verkehr, Logistik;Nein;Nein;Nein;Eher nicht;Nein;Nein;Keine Angabe
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Keine Angabe;Bildung, Soziales;Nein;Ja;Nein;Eher nicht;Nein;Ja;Region Basel
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Weiss nicht;Sport;Bildung, Soziales;Nein;Ja;Nein;Eher nicht;Nein;Ja;Region Basel
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;später beginnen;Sport;Bildung, Soziales;Ja;Ja;Nein;Eher stark;Nein;Ja;Region Basel
1;1;Männlich;2013;Andere Schule;> 18 Jahre;Männlich;Eher gut;weniger Schule;Sport;Keine Angabe;Ja;Nein;Nein;Eher nicht;Ja;Nein;Keine Angabe
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Gar nicht gut;Lehrer erneuern/ wechseln;Sport;Keine Angabe;Nein;Ja;Nein;Keine Angabe;Ja;Nein;Region Basel
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Eher nicht gut;Schulzeiten/ Stundenplan;Ein anderes Fach;Bildung, Soziales;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Mazedonien
1;1;Männlich;2013;Andere Schule;15 bis 17 Jahre;Männlich;Eher gut;Schulzeiten/ Stundenplan;Sport;Informatik;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Skopje
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;WCs;Ein anderes Fach;Kultur;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Organisation/ System verbessern;Ein anderes Fach;Bildung, Soziales;Ja;Nein;Nein;Eher nicht;Nein;Nein;London
1;1;Männlich;2013;Andere Schule;> 18 Jahre;Männlich;Sehr gut;Mensa;Ein anderes Fach;Bildung, Soziales;Ja;Ja;Ja;Sehr stark;Ja;Ja;Paris
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Englisch;Keine Angabe;Nein;Nein;Nein;Eher stark;Nein;Nein;Region Basel
1;1;Männlich;2013;Andere Schule;15 bis 17 Jahre;Männlich;Sehr gut;Lehrer erneuern/ wechseln;Ein anderes Fach;Bildung, Soziales;Nein;Nein;Nein;Eher stark;Nein;Nein;Kosovo
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;nichts;Musik;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;London
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher nicht gut;anderes;Deutsch;Bildung, Soziales;Nein;Nein;Nein;Keine Angabe;Nein;Nein;dominikanische Republik
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Keine Angabe;keine Angabe;Keine Angabe;Keine Angabe;Ja;Nein;Nein;Sehr stark;Nein;Ja;Dänemark
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Keine Angabe;keine Angabe;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Los Angeles
1;1;Männlich;2013;Primarstufe;11 bis 14 Jahre;Männlich;Sehr gut;keine Angabe;Deutsch;Keine Angabe;Nein;Nein;Nein;Sehr stark;Nein;Nein;Portugal
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;nichts;Sport;Gesundheit;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;England
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;nichts;Französisch;Gesundheit;Nein;Ja;Nein;Überhaupt nicht;Nein;Ja;London
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;Schulzeiten/ Stundenplan;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2013;Primarstufe;11 bis 14 Jahre;Männlich;Eher gut;gewisse Schulfächer;Mathematik;anderes;Ja;Ja;Nein;Überhaupt nicht;Nein;Ja;Region Basel
1;1;Männlich;2013;Primarstufe;11 bis 14 Jahre;Männlich;Eher gut;nichts;Deutsch;Keine Angabe;Nein;Nein;Nein;Eher stark;Nein;Nein;Schottland
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;nichts;Ein anderes Fach;Wirtschaft, Verwaltung;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;nichts;Deutsch;Verkehr, Logistik;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
